Qno,URL,Title,Ques,Summary,Points,Ans,Source
42771,https://islamqa.info/en/answers/42771,The Muslims who live in kaafir lands must unite,"Is it permissible for Muslims who live in secular countries to form Islamic parties, which will be official parties within the framework of the law, but whose aim will be to call people to Allaah?.",,,"Praise be to Allah.It is 
      prescribed for Muslims who have the misfortune to live in kaafir states to 
      unite, to form bonds amongst themselves and cooperate with one another, 
      whether that is in the name of Islamic parties or Islamic organizations, 
      because that is a kind of cooperating in righteousness and piety 

    And Allaah is the Source of strength. May Allaah send blessings and peace upon our Prophet Muhammad and his family and 
    companions.","From Fataawa al-Lajnah al-Daa’imah, 23/407"
